Loan ID,Customer ID,Loan Status,Current Loan Amount,Term,Credit Score,Annual Income,Years in current job,Home Ownership,Monthly Debt,Months since last delinquent,Years of Credit History,Number of Open Accounts,Number of Credit Problems,Current Credit Balance,Maximum Open Credit,Bankruptcies,Tax Liens
78a98a34-defa-45af-933c-1d5dae039c5f,7bf914ef-6509-44f7-bb33-f5884fe28222,Fully Paid,304216,Long Term,606,827507,1,Rent,10688.64,8,10.4,6,0,69502,367488,0,0
4ec192f6-7a46-477b-a644-f72332ac4e22,0e498db8-798f-4948-bdb3-0cd24f29783c,Charged Off,228272,Short Term,747,563274,4,Rent,4881.67,NA,10.4,6,0,145692,415514,0,0
10ebe31f-8140-4411-91a2-81097d2ef64a,30bdc0fc-a153-42ef-9f92-40cf4b5285cf,Fully Paid,216216,Short Term,716,663537,5,Own Home,9565.93,NA,12.8,4,1,18772,74690,1,0
23fc8379-648b-46b4-b939-ae311f77d8fa,3c01cc97-d245-43bb-b29d-37f38f9db908,Fully Paid,174812,Short Term,708,634068,9,Home Mortgage,2076.51,5,14.8,3,0,115140,163966,0,0
65a4f9bc-1dc4-4ba9-b5de-2656c07caa1e,8953d43d-5195-4258-af28-c6865ccd1bd3,Fully Paid,72644,Short Term,730,719872,0,Home Mortgage,5429.06,NA,13.8,8,0,98724,222816,0,0
6d6c862d-75cd-4e6e-9d79-48d0306389e2,8aea9afe-c400-436e-83f7-79d00a6bfdf3,Fully Paid,130988,Short Term,700,810787,9,Rent,2749.87,46,14,11,1,87362,376024,1,0
72d181a3-e95a-4888-92c3-cafd98863a35,e3fec2be-0af0-445d-882f-6b4b8726945a,Fully Paid,263648,Short Term,734,872860,4,Rent,13820.22,NA,9.4,7,0,203091,325270,0,0
48d55863-9da8-498b-9d91-796ab4d824e0,68abe6ef-be3d-4184-8699-a945d03442e9,Fully Paid,270050,Short Term,725,866799,6,Home Mortgage,14230.05,NA,10.9,7,0,83220,132726,0,0
7371c1c1-333d-431c-aafe-fd3caf278554,28c95d41-e67d-484e-a7eb-6e0180858b92,Charged Off,216304,Short Term,730,555636,10,Rent,8287.99,NA,10.3,10,0,208430,286286,0,0
4bc90d07-93a4-4cef-bd71-b4a530b151f2,84556586-35d8-45b8-824f-d66cbbba7a59,Charged Off,394570,Short Term,721,853119,1,Own Home,15356.18,NA,14.8,10,0,206967,335632,0,0
f57906fb-b725-4913-9014-e145692199dd,9ee34053-848a-45c3-b76e-8465edf290a7,Fully Paid,106062,Short Term,695,574617,3,Home Mortgage,8092.67,NA,13.8,16,0,65702,221166,0,0
0f4b408d-b988-4553-8a5d-e0c67a6b5c12,ae2c9203-6dbd-469f-b751-12947b89be45,Charged Off,195470,Short Term,707,581457,2,Rent,8867.3,78,15,9,1,121657,267278,1,0
9584c02e-edda-4ef7-ba44-be5b3f47b0aa,2fd62e41-174f-4ca6-b2e0-0767a67ae6e9,Fully Paid,124630,Short Term,744,461282,7,Own Home,9379.54,21,12.2,11,0,5320,410982,0,0
d787a044-3cad-434a-91d1-8add7236a776,bf31ca4d-658c-4a1e-a8eb-4a872789b5e1,Fully Paid,144650,Long Term,677,969532,10,Rent,11876.71,NA,13.3,3,0,27379,64812,0,0
3a538728-059e-47cf-a7fe-6425585c4bbe,2462787f-774f-4541-ad2d-3a62b6a552e4,Fully Paid,134816,Short Term,704,679174,10,Rent,8829.11,11,10,9,0,183882,271920,0,0
2f083e2b-3a64-496b-9810-a89b57159fbb,f3931e0a-3470-46f2-b101-cb539ab1ea0d,Fully Paid,121110,Short Term,660,684608,2,Rent,14605.11,NA,4.4,10,0,7923,241648,0,0
66f01d75-a584-44c7-ac31-5aa5b1003954,f3d160d1-7cd7-4407-b72e-01c6c512d0dc,Fully Paid,174834,Short Term,740,542051,6,Home Mortgage,6866.03,NA,12.6,8,0,62624,206008,0,0
f22f8bf2-b1b9-49c3-a74e-07cc65fcd1cf,6e461206-254b-4173-8f63-7b7f10f11d33,Charged Off,141790,Short Term,737,574047,8,Rent,3324.62,NA,6.8,4,0,82726,161788,0,0
80ca12f7-8dcc-4794-85db-0efdf182e4f0,58d47ab6-650e-4d27-b8c4-a0dfcf442aab,Fully Paid,219824,Long Term,705,641687,3,Rent,7272.44,70,8.1,8,0,119909,268026,0,0
8ecfbc48-ae22-4fed-b236-c66703951c11,66d0a090-25e9-480c-8033-1e6bb0d70335,Fully Paid,173558,Short Term,695,599545,1,Rent,15738.08,NA,8,10,0,72428,208120,0,0
39427a7b-2713-45ac-97b5-c31ac0a3485a,b9c95706-bcd0-4132-b0a2-3792e5298009,Charged Off,104016,Long Term,627,916370,3,Own Home,4864.57,26,8.6,4,0,0,0,0,0
21ef3d28-249c-4556-af96-10d53723a7e4,4dbd563d-8ad2-458b-a7c6-4b3fee57fbe5,Charged Off,466510,Short Term,635,985929,7,Rent,9366.24,68,13.5,7,1,110181,318142,1,0
44a9ddae-fb28-4ff3-ab89-9fa37ec1019f,599ee0fc-c97d-4312-984a-8f8ef3c8e5d1,Fully Paid,262988,Long Term,707,946390,10,Home Mortgage,20899.43,82,14,11,0,111530,208274,0,0
2f7d750b-3c70-4c74-bfd1-822a72649471,6a3a8b48-0fe4-474a-8ecb-30ddfd8f9ea4,Fully Paid,233794,Short Term,707,674025,3,Rent,11009.17,NA,6.2,11,0,99636,311806,0,0
1e7485d0-0146-4c79-88fa-8461017db947,02e36585-c9ba-489e-bd4d-7e1d3739a614,Fully Paid,222662,Short Term,718,538441,2,Rent,2001.27,NA,8.5,10,0,48279,411092,0,0
156bc367-2a0f-47b0-978b-3d23a726dedc,d338c699-b2af-442e-a1fd-4308417edcd8,Charged Off,334686,Short Term,704,770792,4,Home Mortgage,10919.68,NA,5.8,6,0,207727,383614,0,0
15758122-fe76-46f0-8e5a-a4a5d8ee2287,f715515f-61ec-41dd-9f4b-9f2000d2f59b,Fully Paid,467896,Short Term,724,953021,3,Home Mortgage,15248.26,NA,13.3,8,0,6745,54252,0,0
753cad43-9039-41f1-8cc1-88fcbc6686ec,4bd0aeab-92bf-4e49-87dc-146a547e135d,Fully Paid,227700,Short Term,714,973750,10,Home Mortgage,10873.51,NA,14.5,6,1,72238,134904,1,0
9628ad65-8406-4f8d-9d5a-b3f760df8e36,f416decb-1c93-4389-b36b-349f104d3b35,Fully Paid,258082,Short Term,734,891575,0,Rent,13447.82,NA,8,9,0,234935,288156,0,0
141d07ef-80d9-40eb-8660-f284e1242397,8d2f0c87-0576-4123-b497-c920ea3fef71,Charged Off,175384,Short Term,727,852017,7,Home Mortgage,21868.24,31,7.6,12,3,160417,337722,0,3
61565a9a-5551-4100-b500-c81c9896b1c4,f17ecd7b-fe71-4b79-a192-2701d20d1a1b,Charged Off,172348,Short Term,684,465120,3,Rent,9767.52,29,9.6,11,0,253802,473990,0,0
40af4391-2894-4a70-9b27-5bbe4004333f,278ab629-07b4-460b-b0f2-c337f7c3732d,Fully Paid,80432,Short Term,745,863683,3,Rent,7773.09,NA,9.7,7,0,66576,195668,0,0
8515f2d7-e506-4016-a6ce-69dfdcfedd26,c9b7028e-11ce-4e4e-b423-c3b106ad0793,Charged Off,214874,Short Term,739,545699,5,Rent,4734.04,60,12.3,5,0,161291,226402,0,0
69907e52-9b97-437a-b5dc-b59b30210ea3,b9780ccd-cae9-4727-a002-1549fc0ac424,Fully Paid,237116,Short Term,721,655310,1,Rent,6880.66,NA,14.5,5,0,229026,328218,0,0
0e30c15f-b285-4153-a145-264dcd297672,40af9928-2209-4dfc-926c-03749f59a25e,Fully Paid,73084,Short Term,685,569430,5,Rent,12907.08,54,13.9,9,0,233491,356202,0,0
9df96aa2-3c34-4aba-9685-bc863f020d99,502932e9-1e29-4058-9861-a5689b5d759e,Charged Off,176308,Short Term,735,913558,10,Own Home,20859.34,NA,11.8,7,0,355129,460482,0,0
06023d21-4e07-4dbb-ba6e-503f2fc74f45,08dbd5c2-9075-47a0-9592-d19f022a90c6,Fully Paid,21868,Short Term,706,471960,4,Rent,9124.56,NA,8.5,4,0,125590,163966,0,0
b0828efe-21c0-486c-a5d1-f8ef2e519cdb,8a18c569-c1f3-4029-82b4-7c759f6c08b5,Charged Off,319000,Long Term,662,939094,10,Home Mortgage,15338.51,16,14.8,6,0,329802,450318,0,0
102a42a6-26b1-49bf-845c-b2810335afc6,29de913c-5bdb-48d0-afe4-0a4b5e9f6a13,Fully Paid,54384,Short Term,721,338162,2,Rent,8341.57,NA,4.9,6,0,49837,65274,0,0
217c56ed-9db5-4d59-b419-5fa7bbdf6b59,6c47d373-2189-4931-b9bb-1cd67287a50c,Fully Paid,173492,Short Term,723,917776,4,Rent,21261.95,NA,10,15,0,153235,236236,0,0
d2460249-0026-4c8f-959e-9fb884072310,26a811e9-b763-4466-a965-bda3a8204f41,Fully Paid,131846,Short Term,728,891936,3,Rent,17169.54,25,8.9,17,0,231762,375848,0,0
fcba5c38-eb7c-48db-8da9-14252f01d14b,ff5d2b35-8de6-408f-b9be-0e61948ab5dd,Fully Paid,180312,Short Term,747,720233,0,Own Home,1926.79,NA,10,8,0,133057,362538,0,0
f2cf67c8-0d0f-4e51-b7ac-869eec04b4d5,ac3c2168-f21f-4cdb-aa92-7e7a65a2821f,Fully Paid,177078,Short Term,716,669066,3,Rent,3211.38,NA,8.7,6,0,106286,297264,0,0
84c5a4f2-13b3-4a9d-ac14-c96e5383d35c,25d9d031-4720-44ac-b540-1ab43d595f41,Fully Paid,78738,Short Term,732,544027,2,Rent,4714.85,9,8.1,6,0,31274,116842,0,0
03758e64-f3a7-485d-8d99-3795447f7986,d0a8be34-eef9-4005-beb5-cfb5b0468222,Fully Paid,87274,Short Term,719,753692,10,Rent,4013.37,NA,8.2,8,0,101042,259424,0,0
b1205848-827f-45df-bd78-05a6085ab512,7456c525-c7a2-4be1-b798-6f1a66ea6c60,Fully Paid,53196,Short Term,706,382888,2,Own Home,4722.26,NA,9.5,19,0,90193,450120,0,0
d101100e-d080-46fa-86df-0cad17354a22,451d8202-1292-49e2-b26e-134e3cf92c8e,Fully Paid,26906,Short Term,725,929518,10,Rent,17350.8,NA,12.9,8,0,83087,161436,0,0
532ca474-6986-4bb7-ad68-05b2aaa32ae8,1f66d641-d262-4603-9c45-52a288dc6842,Charged Off,295812,Short Term,724,870903,3,Rent,3345.9,NA,7.6,5,0,140866,497310,0,0
f4c7d06c-5082-4af4-8d6f-9464e247d881,6198e695-7ab6-4a14-a983-5dfad7834ab3,Fully Paid,295790,Long Term,669,751336,10,Rent,10769.01,NA,11.3,4,0,104652,139128,0,0
64d2a428-434c-4039-a6cc-ad302315ea9d,ffd8c0c2-1344-4c05-89ee-47df5f76f5b4,Fully Paid,165902,Short Term,743,711645,0,Rent,3647.24,NA,13.1,22,1,101213,241142,1,0
91ca643e-ba3f-4af2-93f0-a1551643732c,96f9304e-b538-4643-8fa3-aaeee1e2c909,Charged Off,219296,Long Term,655,558714,10,Own Home,9591.2,NA,12.2,10,1,187682,300586,1,0
b733d116-f36d-4bfa-b04c-c77d4cf28867,76160e88-07ab-44e9-baa8-92d8b26a3968,Fully Paid,261844,Short Term,722,650104,5,Rent,16090.15,NA,10.6,13,0,284829,451748,0,0
d95985b7-69dc-43e3-8599-5ff6e9efdde8,2a6c52f6-ff16-43cd-9bf0-094c757ecbf5,Fully Paid,313302,Long Term,680,678110,3,Rent,12375.65,45,12.1,10,0,212078,262086,0,0
c40aaa3f-f4ec-42a3-8910-f2050d74de90,3b7280d2-f06d-4bf3-922b-f163fe135abb,Charged Off,130944,Short Term,723,659680,3,Rent,8795.86,63,5.4,9,0,67013,237996,0,0
e312252c-15c8-4d3c-bdb9-8c0bccb221c9,cb83beb4-e9b0-4205-8f15-704c52c6f3a7,Fully Paid,404954,Long Term,684,971470,6,Home Mortgage,22262.87,16,13.9,10,0,113525,184360,0,0
e07544c5-1f0d-48e4-b934-c49fcd458294,1bd9f2da-28aa-46b9-8820-620b758a0c8e,Fully Paid,221562,Short Term,739,459230,6,Rent,9261.36,NA,13.2,13,0,260604,464948,0,0
0c8d544a-d052-41e6-bd05-ce8eb8a9bab8,5e5e379f-7472-4d90-8378-2b08789e5087,Fully Paid,111870,Short Term,706,869535,10,Rent,289.94,4,8.3,6,0,18335,105116,0,0
c03fc376-2f64-4177-8fd3-d1b080498d60,4592c657-9bbd-480a-9f07-3ccddc95a5a9,Charged Off,181016,Short Term,734,837482,3,Rent,9212.15,74,5.6,8,0,129808,254320,0,0
40d485da-d656-4b3a-bd4e-c11e0153ca32,e6626ee5-1d99-4c9b-9cbc-e30155522c80,Fully Paid,268642,Long Term,698,696046,3,Rent,18328.92,NA,8.9,17,0,209741,429836,0,0
1d69c557-7972-4630-af37-5dcb715f8957,9d6e2303-4df6-41c9-b459-a20651a9688c,Charged Off,176550,Short Term,707,667071,4,Own Home,14119.47,NA,10.2,9,0,332025,410300,0,0
8d05fd54-7426-46d0-9775-a0d076c3d912,3f1285fe-39ed-4953-a670-dab08d32d843,Fully Paid,233860,Short Term,724,841586,8,Rent,25106.98,NA,12,12,0,255987,452540,0,0
875dfdb2-78d3-449c-aee7-8c8f2258a0ff,a8dc23dc-e598-4237-a674-45b85934ed07,Fully Paid,403678,Long Term,689,793611,1,Home Mortgage,10052.33,36,13.3,9,1,79458,183634,0,1
5bc218ef-0f4a-4a03-8898-a69455f6707d,1ffea0f4-5548-4a73-8163-f1662d07b1a2,Fully Paid,145750,Short Term,717,747726,2,Home Mortgage,18755.66,NA,12.4,7,0,160550,289124,0,0
cf526bbb-a788-41ff-9372-2c889a8a47e5,37dbad7d-c9ff-4d25-ade4-da793e44b17e,Charged Off,330132,Short Term,726,836342,9,Rent,12405.67,NA,11.2,10,0,98515,308308,0,0
e49915d9-eff7-4fbe-b7f9-c4e2bba0e34b,8e2d0d7c-5582-49d0-b4db-bfdc12f44be4,Charged Off,413578,Long Term,707,720993,10,Rent,13927,81,11.6,6,0,208791,303336,0,0
a818545d-1a5e-43fb-9434-b1e0a01e6bf3,1eae1f34-f955-49d1-a9ac-842e6be93bc1,Charged Off,153648,Short Term,727,503633,2,Rent,10702.13,NA,9.5,24,0,95228,246664,0,0
a1492a65-b311-49f0-9c20-5d2b7604a094,fd3fdf28-01cf-45cf-b1ec-1027a7af9b1e,Fully Paid,154154,Short Term,732,608608,0,Rent,6796.11,17,12.7,8,0,128706,301664,0,0
78a63170-8a34-4a80-b967-92cd8fd38492,ced2587a-4e8d-40b1-a25e-5086e43cdaf5,Fully Paid,178816,Short Term,712,772160,2,Rent,11646.62,45,14.4,9,0,165547,312708,0,0
9d1b370c-705e-497d-8e06-8bbc46b57b64,8fa2ebfd-cf17-40ed-81ca-38681ead941d,Charged Off,290620,Long Term,637,713127,8,Rent,15332.05,NA,9,8,1,63821,119570,0,1
ae5a1376-13ba-4187-8bdb-836a20324b3c,a832c5cd-3aa1-4479-aaf8-ee5f4831ee23,Fully Paid,21758,Short Term,709,732488,8,Rent,15870.32,NA,11.2,7,0,166953,217448,0,0
cafad89b-dab7-470c-91e7-3c35e2b40d64,a51e98cb-7eb0-4b7c-a9bd-913f05bcd992,Fully Paid,349470,Long Term,641,818862,5,Rent,12010.09,21,14.9,9,0,160113,211882,0,0
593cf872-9e65-4c5e-83dd-aae2c93a4140,f891f9ab-a6e5-4f89-bd0d-c942ef5f403f,Fully Paid,157674,Short Term,743,603079,0,Rent,11960.88,NA,8.8,13,0,131366,489126,0,0
efb52b61-9ff7-419a-bd38-fb8d45843f1a,b374ff3f-1e8a-4bae-af92-c809d08b3722,Fully Paid,185548,Short Term,721,461966,0,Rent,4966.22,NA,9.5,5,0,121239,294272,0,0
fdc660d1-f46c-43e6-a463-c763c4af4d2e,c98f4d66-79fa-4495-b6db-20bb5dae9312,Charged Off,425876,Short Term,713,735585,5,Home Mortgage,13669.74,NA,7.8,8,0,192489,303644,0,0
ab199969-8477-4c25-8709-5ceb8f7fb0e0,ab027458-7a45-4e7d-bd6b-ce6af4c15b97,Charged Off,261998,Short Term,744,905065,2,Home Mortgage,13425.21,10,15,10,0,144039,296780,0,0
80371e20-7709-48bc-b948-8a85d7248488,9affee5f-2ec7-46b3-8632-ac8527686dff,Fully Paid,110330,Short Term,717,381102,1,Own Home,2229.46,NA,9.2,3,0,93613,189838,0,0
8d0768ad-cd7b-4967-af1b-f445b367c940,8179c493-cc32-48e1-925a-fafdcf427d3c,Fully Paid,313918,Short Term,595,850554,10,Own Home,13750.49,50,11.8,7,2,13319,248732,1,0
39b9d01d-7f39-44e6-84e4-ce75579a3cc0,a7ab809b-ac23-4bb1-ad7e-eed505bb6e03,Fully Paid,126588,Short Term,677,912646,10,Rent,10875.6,77,10.3,8,0,67754,321574,0,0
a41ff02b-b232-40ae-ba6d-f8239a36db48,fbde022b-1b37-4156-90d8-b2eb510e2aab,Fully Paid,43912,Short Term,695,273106,1,Rent,2180.25,21,9.6,3,0,28956,39556,0,0
e58fe2a7-8671-43d0-9e28-29941b7969cc,07dbd7c8-aaaa-4433-b22d-759d19af03cc,Charged Off,327536,Long Term,718,754300,7,Rent,16971.75,NA,7.9,7,0,43529,393712,0,0
d58704b1-ea34-4ca7-9458-07cc4f4c6b4b,f390e3dc-d476-4480-aeec-feee4f3f4def,Fully Paid,326480,Short Term,700,883443,10,Rent,22012.45,58,10.6,9,1,222699,311058,1,0
68b5383e-b888-45a7-bca7-3016897cbd26,be7064d5-565d-47ff-b9d5-8b276d30b2e6,Fully Paid,140888,Long Term,672,467267,0,Rent,5673.59,NA,13.5,13,0,242706,290334,0,0
67d76bb3-aab5-4c59-99c0-522b54201284,36edaafb-c676-4100-ab53-89d6a6162dc6,Fully Paid,130350,Short Term,697,994422,7,Rent,12347.15,NA,13.5,7,1,100605,167376,1,0
22e05236-aba9-4e1e-b840-6feab2eaf464,375d4db9-7210-4532-872f-6e41e942003a,Fully Paid,243386,Short Term,726,687895,1,Rent,4373.8,NA,10,5,0,145768,223586,0,0
8d88ac51-e0b5-4481-9c97-b61d055c7c4e,9f09ed98-bb58-4c35-ab29-c2e82c7d8384,Fully Paid,145200,Short Term,740,463030,4,Home Mortgage,7871.32,14,12.8,5,0,78109,125092,0,0
1fde92a5-ddcb-4668-9458-b1d466864e83,25adcee4-070c-4437-887d-185de6494c7a,Fully Paid,117040,Short Term,699,531848,1,Rent,11213.23,70,10,7,0,256633,328702,0,0
72a8fd1d-dc79-40b9-b1cc-a89cc93ba7d3,70733475-0edb-423f-85a5-c12365a0f713,Fully Paid,89298,Short Term,691,674842,0,Rent,14115.29,NA,7,10,0,107236,203236,0,0
55267918-9374-4898-8906-1c7c5d50f5c1,23fd7156-0f79-4331-b8b3-7dccfa4f4051,Charged Off,174350,Short Term,707,809324,3,Home Mortgage,8160.5,21,8.8,8,0,187967,296516,0,0
e611f4c7-8449-4f35-824c-8692141965db,e533d61d-b59e-402c-8567-ae8fdd71e68f,Fully Paid,126962,Short Term,750,964155,0,Rent,11569.86,23,9.9,17,0,164027,396484,0,0
ec67c1f8-db88-4352-954d-20a92c26ccad,e2ea0310-6410-4c99-8b0f-017a287a6748,Fully Paid,135982,Short Term,739,573059,8,Rent,12559.76,NA,14.9,11,0,283195,365552,0,0
a54e85ac-cfbe-4648-9771-889a83b8bf4d,9e527eee-bc2d-4ed0-b813-0e4d041b8293,Fully Paid,341374,Short Term,737,817893,6,Rent,16630.51,17,11.2,10,0,239685,433642,0,0
3c8f422c-e56c-4f03-886c-e14daac8c4d6,e1fd8196-3a1a-4285-8dce-2babc488e1a1,Fully Paid,168410,Short Term,735,775656,0,Rent,14776.11,NA,12.9,9,0,135489,177474,0,0
3d104fe6-e43f-4f25-8b91-83459324fa38,260b685b-ecda-44df-95d1-2283be911e1f,Fully Paid,215402,Short Term,716,762717,3,Rent,9025.57,NA,9.8,15,0,109098,262636,0,0
d5e1d351-81ea-48e1-b605-9fc4108a8dcd,92cccf63-44f2-46c4-935e-cef19286603e,Fully Paid,130724,Short Term,751,940785,0,Home Mortgage,3496.57,NA,14,3,0,94658,250822,0,0
0d4c55bb-10dd-4fc5-951c-aab8ee9b3945,f0fe1c11-f3f6-45a5-bbad-5a154de822d2,Fully Paid,234366,Short Term,740,681169,3,Own Home,7413.42,9,9.9,8,0,260167,409288,0,0
c0bdf344-42e2-41a3-9f38-a4b3dd304f43,fea0176a-6587-4db9-a38c-6e8728c7aa57,Fully Paid,184272,Short Term,722,674006,3,Own Home,2639.86,NA,6.7,7,0,81776,190894,0,0
185937de-01b9-4935-9bea-ecab659499aa,f905502e-2406-4b08-98b2-4ebd329a6377,Fully Paid,129008,Short Term,747,490219,4,Rent,5474.09,NA,10.7,3,0,23237,124542,0,0
03e48475-4b61-4d06-a6c8-bfd13f1043a3,0eb42563-f04e-4132-ad9d-bc4f2f8c41d1,Fully Paid,217800,Long Term,705,601920,3,Home Mortgage,3200.17,19,6,10,0,104576,257114,0,0
515f5fc4-1836-4c6e-9608-1ed61e075aa7,1fcf0e3e-ad80-482e-9986-e3d970a26eb5,Fully Paid,223762,Short Term,727,484766,0,Own Home,5938.45,68,13.2,7,0,233852,326238,0,0
cc8df39a-be07-4d66-a5fc-ebae827ea3b7,e5b1833d-f8c5-46c5-ac88-78af4a2eecc3,Fully Paid,206470,Short Term,730,965219,10,Rent,8606.62,NA,9.4,5,1,71573,331474,0,0
ec8321a9-1034-4552-903b-32dd6dc03fab,0bfc1458-2dd7-4c8f-b59e-21b989a832e6,Fully Paid,294140,Short Term,694,711075,3,Rent,15939.86,NA,10,10,0,257450,367092,0,0
69c26c34-2e10-4449-a92e-7ae191a1b899,264414a6-0cfc-4d98-99cb-396236bc4ee3,Charged Off,87362,Short Term,723,937498,10,Home Mortgage,14218.65,NA,12.5,9,0,41724,111320,0,0
eedd8333-355a-4e4f-b914-40965383e1d6,b4cefc10-f53d-49b1-9222-0300c3befdd2,Fully Paid,194348,Short Term,736,783237,3,Rent,3283.01,25,13.4,5,0,252301,432146,0,0
9c2982e4-76df-4a96-a181-6789fcceabd7,93a661f0-0717-4b9c-8e10-713197e15df7,Fully Paid,53636,Short Term,685,963604,3,Rent,11402.47,NA,14.6,5,1,44080,75086,1,0
d46b9639-a99e-44cf-8ecd-802803454c18,03f80576-c56d-4c79-a3e9-4cf485a8bfbc,Fully Paid,398288,Long Term,675,784377,0,Rent,13530.66,61,13.7,12,0,313823,414810,0,0
a6ecfe34-700c-4484-ac1b-39d4472b9831,317a7a45-566e-4454-aa73-fb6523355268,Fully Paid,236038,Short Term,714,593047,2,Rent,11317.35,NA,10.4,5,0,103379,150194,0,0
28307505-0c3e-42f8-bcd1-540937f0ae5b,212fe900-c447-42f4-b70f-c5c176998491,Charged Off,21648,Short Term,742,299079,0,Rent,2188.23,47,7.7,5,0,24168,205766,0,0
632a791f-8f2d-42d9-825a-a65aa9be6096,ba77a475-8f2a-4c48-8edf-cfa6e7337ce1,Charged Off,128722,Short Term,737,648508,5,Own Home,16915.32,NA,7.7,14,0,269420,399960,0,0
8a8dc077-e57c-49f8-8a20-e42fcf3c2065,304bc820-a2e6-4da3-b502-369a08bbb5ba,Fully Paid,438944,Long Term,645,871910,10,Rent,23250.87,NA,12.5,9,0,244112,342210,0,0
d0419385-f68d-408d-a127-50262b1faa9c,430d036f-d6aa-44d2-b800-a3c3e01dba33,Fully Paid,214896,Short Term,732,890834,3,Home Mortgage,8388.69,NA,14.7,12,0,138301,360690,0,0
6a6c5060-b5c2-41a9-ae33-41e77984fb9f,083dc0b0-5430-4436-9113-716f42293e31,Fully Paid,45078,Short Term,704,759164,8,Home Mortgage,18409.48,37,14.5,9,0,109535,376332,0,0
8b64f3fb-d4ef-4789-a0d0-43e5c17b9377,f10ef03c-2d87-4a74-841b-3007bdc5dfb8,Charged Off,174306,Long Term,692,426892,2,Rent,4695.85,NA,9,9,0,132620,475442,0,0
eaa8ac84-670d-4e33-8651-f2f1ab953dab,1a31b6ff-cab7-4bf3-b502-77c4f1a29bb1,Fully Paid,107096,Short Term,712,818881,0,Rent,14603.59,NA,13.2,20,0,186694,343662,0,0
26d2f7b2-229e-46ab-9737-48468a8d09bf,c19da80c-c51b-4bdf-a7ed-b109088cce25,Fully Paid,87450,Short Term,743,226556,1,Rent,1812.6,28,11.8,4,0,75278,273218,0,0
b4db2353-4a21-4be7-9e1d-ec5330604267,0847fc88-cf61-4105-94a5-b61cd787801a,Fully Paid,129448,Short Term,709,801230,0,Rent,11617.93,NA,8.7,12,0,92834,291280,0,0
8131dcbb-00b8-407b-8bda-6ecbbf3e24b5,af674cda-0588-4485-9c18-f1935110c73a,Fully Paid,215204,Short Term,744,696996,2,Rent,9525.65,22,9.8,6,0,92397,165858,0,0
2d8f2a5c-7176-4f73-b0e3-f3e27f337d91,8dd3093f-017f-4ab7-b593-c619b8baff71,Fully Paid,262944,Long Term,684,716642,2,Rent,18931.22,62,7.2,13,0,232389,484814,0,0
21275a3a-2fa4-48e2-9add-dbba1c6d4fd9,decf3898-438f-4060-bd11-f732f1c6d383,Charged Off,151404,Short Term,725,741912,2,Rent,12117.82,12,6.5,8,0,281447,444576,0,0
cabeb4b7-4b7b-4c1e-b693-59807d315c0e,934e3629-69a6-4ee2-a51f-f48e4576265b,Charged Off,314622,Short Term,732,756941,3,Rent,14633.99,NA,10.6,17,0,82175,197802,0,0
3da75855-1b14-48f5-9e37-ac6d2fdb748a,2e7438ee-d186-441e-b80a-68438b39ffa1,Fully Paid,235356,Long Term,727,696388,5,Rent,13579.68,41,11.1,11,0,175978,228954,0,0
8c5d62e0-f6f6-4511-b356-05c5fcf233f9,db50d359-4780-49d9-9471-a9ad5656c201,Charged Off,214940,Long Term,635,965276,2,Rent,20029.42,NA,10,12,0,291422,397452,0,0
86e89c0d-596e-448a-9880-3a7dee0b2514,baf989ab-856f-4d95-bcca-26a5207b153a,Fully Paid,220990,Long Term,722,916104,3,Home Mortgage,10306.17,82,13,7,0,101460,154792,0,0
e59ec1e7-0a2a-44ce-9d3e-accfd5542c26,b45ba933-6493-451b-847e-4c6a36e8c5b3,Charged Off,222728,Long Term,675,807899,4,Own Home,8550.19,46,12.8,9,0,214909,296230,0,0
0b4a02d1-573a-49da-a0cb-9cc1be676ee1,f8a4b450-928d-465d-9db8-e94df90ef57d,Fully Paid,501248,Short Term,733,968316,2,Own Home,27516.56,NA,14.6,14,0,274816,450714,0,0
17016971-951d-4eaf-8c20-7b3aea2710cb,f3ecb6b9-3d1a-4a5b-ab8f-7e0de085f313,Fully Paid,360866,Long Term,688,742254,3,Home Mortgage,9958.66,55,13.3,9,0,166060,319396,0,0
1b56345e-a59b-48b8-b6b4-fd4d6b4cb9a9,c56eb5d9-7717-4110-99ac-e215e2bb0f5c,Fully Paid,135146,Short Term,719,875349,3,Rent,9555.86,NA,8.4,5,0,178011,209462,0,0
9f6cd8ad-23d5-47e2-856d-c930c19a307b,67549829-4448-46f8-bc8c-96b304963c4a,Charged Off,499136,Long Term,664,939170,2,Own Home,19331.36,24,10,8,0,232180,356554,0,0
a46752f8-846e-4ff8-9175-fe3c86b8fe7c,505afb78-8216-4f34-94b9-ab73df4de715,Charged Off,170082,Short Term,725,444828,0,Rent,8599.97,NA,13.2,11,0,198322,313280,0,0
a60f5a93-1a1a-4c2c-bbb0-945417e9f5fc,b0cee45f-f01c-40a2-aef1-53f13472f28a,Charged Off,333190,Short Term,720,867977,10,Home Mortgage,19384.56,62,13.2,9,0,200697,266486,0,0
39ca5465-f82e-4c0b-8134-9f64be192c36,868aeb5f-8e3c-4c25-848c-68aa3df0af04,Charged Off,145838,Short Term,743,771552,10,Own Home,9772.84,41,14.7,5,0,154508,254848,0,0
